Field,Source,Works
"Biochemistry, Genetics and Molecular Biology",Briefings in Bioinformatics,3867
"Biochemistry, Genetics and Molecular Biology",Science-Business eXchange,3832
"Biochemistry, Genetics and Molecular Biology",BioTechniques,3831
"Biochemistry, Genetics and Molecular Biology",The Cleft Palate-Craniofacial Journal,3829
"Biochemistry, Genetics and Molecular Biology",Journal of Cancer Research and Clinical Oncology,3827
"Biochemistry, Genetics and Molecular Biology",Encyclopedia of Life Sciences,3822
"Biochemistry, Genetics and Molecular Biology",Cold Spring Harbor Protocols,3804
"Biochemistry, Genetics and Molecular Biology",Canadian Journal of Microbiology,3794
"Biochemistry, Genetics and Molecular Biology",Science Advances,3794
"Biochemistry, Genetics and Molecular Biology",Chemico-Biological Interactions,3790
"Biochemistry, Genetics and Molecular Biology",Toxicology and Applied Pharmacology,3773
"Biochemistry, Genetics and Molecular Biology",The Mouseion at the JAXlibrary (Jackson Laboratory),3765
"Biochemistry, Genetics and Molecular Biology",Applied Biochemistry and Biotechnology,3759
"Biochemistry, Genetics and Molecular Biology",European Neuropsychopharmacology,3749
"Biochemistry, Genetics and Molecular Biology",International Journal of Food Microbiology,3726
"Biochemistry, Genetics and Molecular Biology",HortScience,3720
"Biochemistry, Genetics and Molecular Biology",PROTOPLASMA,3713
"Biochemistry, Genetics and Molecular Biology",Plants,3711
"Biochemistry, Genetics and Molecular Biology",American Journal of Physiology-Heart and Circulatory Physiology,3706
"Biochemistry, Genetics and Molecular Biology",Medicine,3704
"Biochemistry, Genetics and Molecular Biology",Radiation Research,3703
"Biochemistry, Genetics and Molecular Biology",Journal of the Neurological Sciences,3703
"Biochemistry, Genetics and Molecular Biology",Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism,3696
"Biochemistry, Genetics and Molecular Biology",Heredity,3684
"Biochemistry, Genetics and Molecular Biology",Hepatology,3683
"Biochemistry, Genetics and Molecular Biology",Diabetologia,3680
"Biochemistry, Genetics and Molecular Biology",Environmental Health Perspectives,3674
"Biochemistry, Genetics and Molecular Biology",Communications Biology,3672
"Biochemistry, Genetics and Molecular Biology",Annals of the Rheumatic Diseases,3671
"Biochemistry, Genetics and Molecular Biology",Transplantation,3667
"Biochemistry, Genetics and Molecular Biology",The Journal of Infectious Diseases,3658
"Biochemistry, Genetics and Molecular Biology",Radiotherapy and Oncology,3656
"Biochemistry, Genetics and Molecular Biology",PROTEOMICS,3656
"Biochemistry, Genetics and Molecular Biology",Current Microbiology,3649
"Biochemistry, Genetics and Molecular Biology",Enzyme and Microbial Technology,3646
"Biochemistry, Genetics and Molecular Biology",Journal of Experimental Biology,3636
"Biochemistry, Genetics and Molecular Biology",Zeitschrift für Gastroenterologie,3636
"Biochemistry, Genetics and Molecular Biology",The Journal of Membrane Biology,3625
"Biochemistry, Genetics and Molecular Biology",Hypertension,3604
"Biochemistry, Genetics and Molecular Biology",World Journal of Gastroenterology,3577
"Biochemistry, Genetics and Molecular Biology",Biomaterials,3573
"Biochemistry, Genetics and Molecular Biology",Human Gene Therapy,3572
"Biochemistry, Genetics and Molecular Biology",Aging,3571
"Biochemistry, Genetics and Molecular Biology",Gut,3571
"Biochemistry, Genetics and Molecular Biology",Canadian Journal of Botany,3567
"Biochemistry, Genetics and Molecular Biology",Electrophoresis,3557
"Biochemistry, Genetics and Molecular Biology",International Immunopharmacology,3550
"Biochemistry, Genetics and Molecular Biology",SPIRE - Sciences Po Institutional REpository,3537
"Biochemistry, Genetics and Molecular Biology",EMBO Reports,3519
"Biochemistry, Genetics and Molecular Biology",Annals of Surgical Oncology,3518
"Biochemistry, Genetics and Molecular Biology",Nephrology Dialysis Transplantation,3516
"Biochemistry, Genetics and Molecular Biology",Aquaculture,3514
"Biochemistry, Genetics and Molecular Biology",Yeast,3506
"Biochemistry, Genetics and Molecular Biology",International Journal of Molecular Medicine,3503
"Biochemistry, Genetics and Molecular Biology",Phytopathology,3489
"Biochemistry, Genetics and Molecular Biology",Biochimica et Biophysica Acta (BBA) - Protein Structure and Molecular Enzymology,3481
"Biochemistry, Genetics and Molecular Biology",Mechanisms of Development,3478
"Biochemistry, Genetics and Molecular Biology",European Journal of Surgical Oncology,3477
"Biochemistry, Genetics and Molecular Biology",Biological and Pharmaceutical Bulletin,3475
"Biochemistry, Genetics and Molecular Biology",The Breast,3462
"Biochemistry, Genetics and Molecular Biology",Neuroscience Research,3456
"Biochemistry, Genetics and Molecular Biology",Natural Product Research,3456
"Biochemistry, Genetics and Molecular Biology",Deep Blue (University of Michigan),3434
"Biochemistry, Genetics and Molecular Biology",Journal of Steroid Biochemistry,3431
"Biochemistry, Genetics and Molecular Biology",Antonie van Leeuwenhoek,3421
"Biochemistry, Genetics and Molecular Biology",Cardiovascular Research,3420
"Biochemistry, Genetics and Molecular Biology",Animal Genetics,3409
"Biochemistry, Genetics and Molecular Biology",ACS Omega,3406
"Biochemistry, Genetics and Molecular Biology",Frontiers in Endocrinology,3397
"Biochemistry, Genetics and Molecular Biology",Neuron,3376
"Biochemistry, Genetics and Molecular Biology",European Heart Journal,3370
"Biochemistry, Genetics and Molecular Biology",Annals of Internal Medicine,3369
"Biochemistry, Genetics and Molecular Biology",Journal of Food Science,3369
"Biochemistry, Genetics and Molecular Biology",Zhonghua shiyan waike zazhi,3368
"Biochemistry, Genetics and Molecular Biology",Journal of the American Medical Association,3357
"Biochemistry, Genetics and Molecular Biology",Journal of Bioscience and Bioengineering,3354
"Biochemistry, Genetics and Molecular Biology",American Journal of Physiology-Endocrinology and Metabolism,3341
"Biochemistry, Genetics and Molecular Biology",Fertility and Sterility,3339
"Biochemistry, Genetics and Molecular Biology",Methods,3332
"Biochemistry, Genetics and Molecular Biology",한국생물공학회 학술대회,3331
"Biochemistry, Genetics and Molecular Biology",International Journal of Pharmaceutics,3331
"Biochemistry, Genetics and Molecular Biology",American Journal of Clinical Pathology,3316
"Biochemistry, Genetics and Molecular Biology",Protein Expression and Purification,3316
"Biochemistry, Genetics and Molecular Biology",Inpharma Weekly,3310
"Biochemistry, Genetics and Molecular Biology",KTH Publication Database DiVA (KTH Royal Institute of Technology),3310
"Biochemistry, Genetics and Molecular Biology",The International Journal of Biochemistry & Cell Biology,3306
"Biochemistry, Genetics and Molecular Biology",Photosynthesis Research,3299
"Biochemistry, Genetics and Molecular Biology",Cell Death and Differentiation,3294
"Biochemistry, Genetics and Molecular Biology",Current Genetics,3294
"Biochemistry, Genetics and Molecular Biology",Biomedicines,3288
"Biochemistry, Genetics and Molecular Biology",Histochemistry and Cell Biology,3278
"Biochemistry, Genetics and Molecular Biology",Experimental and Therapeutic Medicine,3275
"Biochemistry, Genetics and Molecular Biology",Biochimica et Biophysica Acta (BBA) - Gene Structure and Expression,3269
"Biochemistry, Genetics and Molecular Biology",Nature Reviews Genetics,3264
"Biochemistry, Genetics and Molecular Biology",PLoS Biology,3261
"Biochemistry, Genetics and Molecular Biology",Steroids,3254
"Biochemistry, Genetics and Molecular Biology",Journal of Pediatric Gastroenterology and Nutrition,3248
"Biochemistry, Genetics and Molecular Biology",Poultry Science,3246
"Biochemistry, Genetics and Molecular Biology",Bioorganic Chemistry,3245
"Biochemistry, Genetics and Molecular Biology",Phytotaxa,3242
"Biochemistry, Genetics and Molecular Biology",Foods,3239
"Biochemistry, Genetics and Molecular Biology",Nature Reviews Molecular Cell Biology,3232
"Biochemistry, Genetics and Molecular Biology",The Journal of Antibiotics,3230
"Biochemistry, Genetics and Molecular Biology",Open Collections,3214
"Biochemistry, Genetics and Molecular Biology",WORLD SCIENTIFIC eBooks,3207
"Biochemistry, Genetics and Molecular Biology",Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,3207
"Biochemistry, Genetics and Molecular Biology",Journal of Molecular Evolution,3201
"Biochemistry, Genetics and Molecular Biology",Nature Medicine,3195
"Biochemistry, Genetics and Molecular Biology",Physical Chemistry Chemical Physics,3178
"Biochemistry, Genetics and Molecular Biology",Process Biochemistry,3170
"Biochemistry, Genetics and Molecular Biology",In Vitro Cellular & Developmental Biology - Plant,3152
"Biochemistry, Genetics and Molecular Biology",DSpace@MIT (Massachusetts Institute of Technology),3151
"Biochemistry, Genetics and Molecular Biology",Neurochemical Research,3150
"Biochemistry, Genetics and Molecular Biology",Journal of Clinical Pathology,3146
"Biochemistry, Genetics and Molecular Biology",Scientific American,3142
"Biochemistry, Genetics and Molecular Biology",Journal of Pharmacy and Pharmacology,3128
"Biochemistry, Genetics and Molecular Biology",Journal of Neuroscience Research,3128
"Biochemistry, Genetics and Molecular Biology",Bioconjugate Chemistry,3121
"Biochemistry, Genetics and Molecular Biology",ACS Applied Materials & Interfaces,3117
"Biochemistry, Genetics and Molecular Biology",Journal of Pharmaceutical and Biomedical Analysis,3116
"Biochemistry, Genetics and Molecular Biology",Current Opinion in Structural Biology,3106
"Biochemistry, Genetics and Molecular Biology",European Journal of Endocrinology,3101
"Biochemistry, Genetics and Molecular Biology",AFRICAN JOURNAL OF BIOTECHNOLOGY,3098
"Biochemistry, Genetics and Molecular Biology",Biotechnology Progress,3086
"Biochemistry, Genetics and Molecular Biology",Trends in Cell Biology,3086
"Biochemistry, Genetics and Molecular Biology",Genetics in Medicine,3076
"Biochemistry, Genetics and Molecular Biology",médecine/sciences,3073
"Biochemistry, Genetics and Molecular Biology",BMJ,3072
"Biochemistry, Genetics and Molecular Biology",Pharmacological Research,3065
"Biochemistry, Genetics and Molecular Biology",The Journal of Steroid Biochemistry and Molecular Biology,3057
"Biochemistry, Genetics and Molecular Biology",The American Naturalist,3054
"Biochemistry, Genetics and Molecular Biology",Gene Therapy,3053
"Biochemistry, Genetics and Molecular Biology",PsycEXTRA Dataset,3052
"Biochemistry, Genetics and Molecular Biology",New Phytologist,3052
"Biochemistry, Genetics and Molecular Biology",General and Comparative Endocrinology,3049
"Biochemistry, Genetics and Molecular Biology",American Journal of Physiology-Legacy Content,3045
"Biochemistry, Genetics and Molecular Biology",Dépôt institutionnel de l'Université libre de Bruxelles (Université Libre de Bruxelles),3044
"Biochemistry, Genetics and Molecular Biology",Advanced Science,3040
"Biochemistry, Genetics and Molecular Biology",American Journal Of Pathology,3035
"Biochemistry, Genetics and Molecular Biology",Genetics and Molecular Research,3032
"Biochemistry, Genetics and Molecular Biology",Chemistry and Physics of Lipids,3017
"Biochemistry, Genetics and Molecular Biology",Frontiers in Cellular and Infection Microbiology,3014
"Biochemistry, Genetics and Molecular Biology",Zeitschrift für Naturforschung C,2999
"Biochemistry, Genetics and Molecular Biology",Journal of Experimental Zoology,2991
"Biochemistry, Genetics and Molecular Biology",Food and Chemical Toxicology,2986
"Biochemistry, Genetics and Molecular Biology",Open Forum Infectious Diseases,2985
"Biochemistry, Genetics and Molecular Biology",Current Opinion in Cell Biology,2978
"Biochemistry, Genetics and Molecular Biology",Biophysical Chemistry,2978
"Biochemistry, Genetics and Molecular Biology",American Journal of Obstetrics and Gynecology,2976
"Biochemistry, Genetics and Molecular Biology",Antioxidants,2971
"Biochemistry, Genetics and Molecular Biology",PubMed Central,2967
"Biochemistry, Genetics and Molecular Biology",Seoul National University Open Repository (Seoul National University),2964
"Biochemistry, Genetics and Molecular Biology",Comparative Biochemistry and Physiology Part B Comparative Biochemistry,2964
"Biochemistry, Genetics and Molecular Biology",International Journal of Antimicrobial Agents,2964
"Biochemistry, Genetics and Molecular Biology",Gynecologic Oncology,2962
"Biochemistry, Genetics and Molecular Biology",Journal of Plant Physiology,2958
"Biochemistry, Genetics and Molecular Biology",Scientia Horticulturae,2954
"Biochemistry, Genetics and Molecular Biology",Chromosoma,2953
"Biochemistry, Genetics and Molecular Biology",Journal of Applied Microbiology,2950
"Biochemistry, Genetics and Molecular Biology",International Journal of Biochemistry,2949
"Biochemistry, Genetics and Molecular Biology",AGU Fall Meeting Abstracts,2949
"Biochemistry, Genetics and Molecular Biology",Digital Library of Theses and Dissertations  (Universidade de São Paulo),2938
"Biochemistry, Genetics and Molecular Biology",Nature Chemical Biology,2937
"Biochemistry, Genetics and Molecular Biology",Frontiers in Molecular Biosciences,2932
"Biochemistry, Genetics and Molecular Biology",Cancer Science,2927
"Biochemistry, Genetics and Molecular Biology",ACS Chemical Biology,2927
"Biochemistry, Genetics and Molecular Biology",Journal of the Chemical Society Perkin Transactions 1,2923
"Biochemistry, Genetics and Molecular Biology",PEDIATRICS,2922
"Biochemistry, Genetics and Molecular Biology",Birkhäuser Basel eBooks,2921
"Biochemistry, Genetics and Molecular Biology",Bulletin of the Chemical Society of Japan,2920
"Biochemistry, Genetics and Molecular Biology",Food Control,2911
"Biochemistry, Genetics and Molecular Biology",Bioscience Reports,2895
"Biochemistry, Genetics and Molecular Biology",OncoTargets and Therapy,2895
