Field,Source,Works
Physics and Astronomy,Inorganic Chemistry,1673
Physics and Astronomy,Zeitschrift für Physik D Atoms Molecules and Clusters,1665
Physics and Astronomy,Physics of Fluids B Plasma Physics,1663
Physics and Astronomy,Angewandte Chemie,1662
Physics and Astronomy,Microelectronics Reliability,1662
Physics and Astronomy,Nuclear Data Sheets,1651
Physics and Astronomy,The Science News-Letter,1650
Physics and Astronomy,Research Portal (King's College London),1647
Physics and Astronomy,Chinese Optics Letters,1645
Physics and Astronomy,Journal of the Magnetics Society of Japan,1640
Physics and Astronomy,International Journal of Modern Physics C,1639
Physics and Astronomy,IEEE Transactions on Power Delivery,1639
Physics and Astronomy,The Knowledge Bank (The Ohio State University),1633
Physics and Astronomy,JRASC,1626
Physics and Astronomy,Proceedings of the Physical Society,1626
Physics and Astronomy,Journal of Magnetic Resonance (1969),1611
Physics and Astronomy,Photonics,1601
Physics and Astronomy,University of Zagreb University Computing Centre (SRCE),1601
Physics and Astronomy,Astronomicheskij Tsirkulyar,1598
Physics and Astronomy,The Mathematical Gazette,1598
Physics and Astronomy,Repository for Publications and Research Data (ETH Zurich),1588
Physics and Astronomy,IEEE Journal of Selected Topics in Quantum Electronics,1570
Physics and Astronomy,Plasma and Fusion Research,1564
Physics and Astronomy,Plasma Science and Technology,1563
Physics and Astronomy,Soviet physics. Doklady,1561
Physics and Astronomy,OhioLink ETD Center (Ohio Library and Information Network),1557
Physics and Astronomy,Journal of Magnetic Resonance,1549
Physics and Astronomy,Frontiers in Astronomy and Space Sciences,1546
Physics and Astronomy,Macromolecules,1544
Physics and Astronomy,Soft Matter,1532
Physics and Astronomy,epsc,1531
Physics and Astronomy,Physical Review Materials,1530
Physics and Astronomy,Japanese Journal of Radiological Technology,1528
Physics and Astronomy,International Journal of Modern Physics Conference Series,1526
Physics and Astronomy,Journal de physique,1524
Physics and Astronomy,Measurement Science and Technology,1524
Physics and Astronomy,Journal of Colloid and Interface Science,1523
Physics and Astronomy,InTech eBooks,1521
Physics and Astronomy,Acta Physica Polonica B Proceedings Supplement,1515
Physics and Astronomy,UA Campus Repository (The University of Arizona),1503
Physics and Astronomy,Laser Physics Letters,1495
Physics and Astronomy,SPIE eBooks,1495
Physics and Astronomy,Acta Optica Sinica,1494
Physics and Astronomy,Applied Mechanics and Materials,1491
Physics and Astronomy,Bristol Research (University of Bristol),1490
Physics and Astronomy,Measurement Techniques,1489
Physics and Astronomy,Instruments and Experimental Techniques,1483
Physics and Astronomy,Arabic Literature of Africa Online,1477
Physics and Astronomy,ePrints Soton (University of Southampton),1476
Physics and Astronomy,IOP Conference Series Materials Science and Engineering,1474
Physics and Astronomy,New Astronomy Reviews,1471
Physics and Astronomy,Journal of Geometry and Physics,1469
Physics and Astronomy,Birkhäuser Basel eBooks,1469
Physics and Astronomy,Shodhganga,1462
Physics and Astronomy,Advances in High Energy Physics,1461
Physics and Astronomy,Journal of Superconductivity,1460
Physics and Astronomy,Springer series in optical sciences/SPringer series in optical sciences,1459
Physics and Astronomy,MmSAI,1456
Physics and Astronomy,HEAD,1447
Physics and Astronomy,Die Naturwissenschaften,1445
Physics and Astronomy,ACS Nano,1439
Physics and Astronomy,Radiology,1439
Physics and Astronomy,Astrobiology,1427
Physics and Astronomy,Earth Planets and Space,1427
Physics and Astronomy,AGUSM,1426
Physics and Astronomy,The Fibonacci quarterly,1425
Physics and Astronomy,Angewandte Chemie International Edition,1421
Physics and Astronomy,Astronomicheskii Zhurnal,1418
Physics and Astronomy,Reports on Progress in Physics,1413
Physics and Astronomy,IEEE photonics journal,1411
Physics and Astronomy,Space Policy,1409
Physics and Astronomy,Canadian Journal of Chemistry,1408
Physics and Astronomy,Metrologia,1404
Physics and Astronomy,Cosmic Research,1402
Physics and Astronomy,Chinese Physics,1402
Physics and Astronomy,Journal of Molecular Liquids,1392
Physics and Astronomy,Lund University Publications (Lund University),1391
Physics and Astronomy,Communications Physics,1390
Physics and Astronomy,Philosophical Magazine B,1384
Physics and Astronomy,Nanoscale,1383
Physics and Astronomy,Journal of Materials Science Materials in Electronics,1383
Physics and Astronomy,Apollo (University of Cambridge),1382
Physics and Astronomy,Plasma Physics,1380
Physics and Astronomy,Chalmers Publication Library (Chalmers University of Technology),1373
Physics and Astronomy,Ghent University Academic Bibliography (Ghent University),1359
Physics and Astronomy,JBAA,1354
Physics and Astronomy,Materials Letters,1354
Physics and Astronomy,Lecture notes in mathematics,1353
Physics and Astronomy,Journal of Mathematical Analysis and Applications,1347
Physics and Astronomy,Journal of Spacecraft and Rockets,1342
Physics and Astronomy,European Planetary Science Congress,1335
Physics and Astronomy,Soviet Physics Uspekhi,1334
Physics and Astronomy,Journal of Materials Science,1332
Physics and Astronomy,Repository KITopen (Karlsruhe Institute of Technology),1330
Physics and Astronomy,Mathematics,1330
Physics and Astronomy,DergiPark (Istanbul University),1328
Physics and Astronomy,ANU Open Research (Australian National University),1326
Physics and Astronomy,Laser & Photonics Review,1325
Physics and Astronomy,Proceedings of the Royal Society A Mathematical Physical and Engineering Sciences,1325
Physics and Astronomy,The International Journal of Applied Radiation and Isotopes,1322
Physics and Astronomy,"Numerical data and functional relationships in science and technology. Group III, Condensed matter",1321
Physics and Astronomy,Nonlinearity,1319
Physics and Astronomy,Journal of materials research/Pratt's guide to venture capital sources,1317
Physics and Astronomy,ACS Applied Materials & Interfaces,1315
Physics and Astronomy,Medical dosimetry,1307
Physics and Astronomy,EPSC,1307
Physics and Astronomy,Redalyc (Universidad Autónoma del Estado de México),1302
Physics and Astronomy,Unknown eBooks,1299
Physics and Astronomy,SID Symposium Digest of Technical Papers,1298
Physics and Astronomy,Chinese Journal of Space Science,1296
Physics and Astronomy,IEEE Transactions on Electromagnetic Compatibility,1295
Physics and Astronomy,ChemPhysChem,1294
Physics and Astronomy,Texas ScholarWorks (Texas Digital Library),1294
Physics and Astronomy,Leiden Repository (Leiden University),1291
Physics and Astronomy,Zhur. Eksptl'. i Teoret. Fiz.,1287
Physics and Astronomy,Origins of Life and Evolution of Biospheres,1282
Physics and Astronomy,Journal of Chemical Education,1273
Physics and Astronomy,The Planetary Science Journal,1272
Physics and Astronomy,Reports on Mathematical Physics,1272
Physics and Astronomy,Birkhäuser Boston eBooks,1269
Physics and Astronomy,IFAC Proceedings Volumes,1266
Physics and Astronomy,IRE Transactions on Antennas and Propagation,1264
Physics and Astronomy,Communications in computer and information science,1263
Physics and Astronomy,International Journal of Infrared and Millimeter Waves,1261
Physics and Astronomy,Bulletin of the Chemical Society of Japan,1249
Physics and Astronomy,STIN,1240
Physics and Astronomy,Advances in X-ray Analysis,1236
Physics and Astronomy,Transactions of the International Astronomical Union,1235
Physics and Astronomy,Annual Meeting Optical Society of America,1228
Physics and Astronomy,Philosophical Transactions of the Royal Society of London,1224
Physics and Astronomy,Journal of Physics E Scientific Instruments,1215
Physics and Astronomy,cxo,1214
Physics and Astronomy,Journal of Electromagnetic Waves and Applications,1212
Physics and Astronomy,Open Research Online (The Open University),1206
Physics and Astronomy,Proceedings annual meeting Electron Microscopy Society of America,1205
Physics and Astronomy,Journal of Mathematical Sciences,1200
Physics and Astronomy,ACS Photonics,1191
Physics and Astronomy,Astronomy and Astrophysics Supplement Series,1190
Physics and Astronomy,Journal of the Atmospheric Sciences,1190
Physics and Astronomy,Proceedings of 37th International Cosmic Ray Conference — PoS(ICRC2021),1177
Physics and Astronomy,Annals of Nuclear Energy,1176
Physics and Astronomy,Journal for the History of Astronomy,1175
Physics and Astronomy,Optica,1175
Physics and Astronomy,Isis,1174
Physics and Astronomy,IBVS,1169
Physics and Astronomy,The Review of Laser Engineering,1159
Physics and Astronomy,DIGITAL.CSIC (Spanish National Research Council (CSIC)),1158
Physics and Astronomy,"Encyclopaedia of Islam, First Edition (1913-1936)",1152
Physics and Astronomy,Atomic Data and Nuclear Data Tables,1152
Physics and Astronomy,Materials Research Bulletin,1151
Physics and Astronomy,AIAA Journal,1146
Physics and Astronomy,43rd COSPAR Scientific Assembly. Held 28 January - 4 February,1142
Physics and Astronomy,Optical Society of America Annual Meeting,1138
Physics and Astronomy,Encyclopaedia Iranica Online,1135
Physics and Astronomy,Journal of Fusion Energy,1135
Physics and Astronomy,Magnetic Resonance Imaging,1134
Physics and Astronomy,Galaxies,1128
Physics and Astronomy,Advanced Functional Materials,1125
Physics and Astronomy,L'Astronomie,1123
Physics and Astronomy,Journal of Non-Crystalline Solids,1121
Physics and Astronomy,ECS Transactions,1118
Physics and Astronomy,Chinese Journal of Lasers,1117
Physics and Astronomy,Journal of Scientific Instruments,1113
Physics and Astronomy,Optics and Lasers in Engineering,1106
Physics and Astronomy,CBET,1103
Physics and Astronomy,"Diffusion and defect data, solid state data. Part B, Solid state phenomena/Solid state phenomena",1101
Physics and Astronomy,The MIT Press eBooks,1095
Physics and Astronomy,University of Groningen research database (University of Groningen / Centre for Information Technology),1092
Physics and Astronomy,NOAO Proposal,1091
Physics and Astronomy,Proceedings of the IRE,1089
Physics and Astronomy,42nd COSPAR Scientific Assembly,1089
Physics and Astronomy,International Journal of Electronics,1082
Physics and Astronomy,M&PSA,1079
Physics and Astronomy,Zurich Open Repository and Archive (University of Zurich),1077
Physics and Astronomy,Sensors and Actuators A Physical,1073
Physics and Astronomy,Proceedings of the Royal Society of London Series A Containing Papers of a Mathematical and Physical Character,1073
Physics and Astronomy,Journal of geomagnetism and geoelectricity,1072
Physics and Astronomy,Springer tracts in modern physics,1072
Physics and Astronomy,Astronomy and astrophysics library,1071
Physics and Astronomy,Acta Crystallographica Section A Foundations and Advances,1067
Physics and Astronomy,American Mathematical Monthly,1066
Physics and Astronomy,Astronomical and Astrophysical Transactions,1064
Physics and Astronomy,Experimental Astronomy,1063
Physics and Astronomy,Annual Review of Astronomy and Astrophysics,1062
Physics and Astronomy,ACTA PHOTONICA SINICA,1060
Physics and Astronomy,Il Nuovo Cimento D,1058
Physics and Astronomy,SAE technical papers on CD-ROM/SAE technical paper series,1054
Physics and Astronomy,Purdue e-Pubs (Purdue University System),1051
Physics and Astronomy,Health Physics,1050
Physics and Astronomy,Spiral (Imperial College London),1050
Physics and Astronomy,PA,1049
Physics and Astronomy,Journal de Physique,1049
Physics and Astronomy,Nanomaterials,1046
Physics and Astronomy,OptSp,1044
Physics and Astronomy,Journal of Nanoscience and Nanotechnology,1039
Physics and Astronomy,Journal of Nonlinear Mathematical Physics,1034
Physics and Astronomy,Lunar and Planetary Science Conference Proceedings,1033
Physics and Astronomy,Crystal Research and Technology,1033
Physics and Astronomy,Microelectronics Journal,1031
Physics and Astronomy,Computational Materials Science,1030
Physics and Astronomy,APS Meeting Abstracts,1030
Physics and Astronomy,PsycEXTRA Dataset,1027
Physics and Astronomy,Nature Materials,1025
Physics and Astronomy,Remote Sensing,1025
Physics and Astronomy,35th COSPAR Scientific Assembly,1025
Physics and Astronomy,RSC Advances,1023
Physics and Astronomy,38th COSPAR Scientific Assembly,1021
Physics and Astronomy,Biographical Encyclopedia of Astronomers,1017
Physics and Astronomy,VUBIR (Vrije Universiteit Brussel),1017
Physics and Astronomy,Gravitation and Cosmology,1017
Physics and Astronomy,Journal of Vacuum Science and Technology,1017
Physics and Astronomy,heiDOK (Heidelberg University),1016
Physics and Astronomy,Spitzer Proposal,1015
Physics and Astronomy,Moscow University Physics Bulletin,1008
Physics and Astronomy,International Journal of Mass Spectrometry,1008
Physics and Astronomy,Studies in computational intelligence,1002
Physics and Astronomy,Materials,1002
Physics and Astronomy,Materials Science in Semiconductor Processing,1001
Physics and Astronomy,The Caltech Institute Archives (California Institute of Technology),1001
Physics and Astronomy,Photonics Research,1001
Physics and Astronomy,The Knowledge Bank (The Ohio State University),998
Physics and Astronomy,"Encyclopaedia of Islam, THREE",996
Physics and Astronomy,Open MIND,993
Physics and Astronomy,IAUS,992
Physics and Astronomy,Applied Mathematics Letters,990
